No.,当前最大误差(同输入),全局最大误差(同输入),引起最大误差的输入编号1,当前最大误差(同算子),全局最大误差(同算子),引起最大误差的输入编号2
0,0.0002093595914443927,0.0002093595914443927,711,0.000114418566,0.000114418566,729
1,0.00021809313521652107,0.00021809313521652107,469,0.000107102096,0.000114418566,487
2,0.00021889420475232346,0.00021889420475232346,505,0.00010449304263658588,0.000114418566,25
3,0.00020483075928019734,0.00021889420475232346,762,0.0001371817191214153,0.0001371817191214153,568
4,0.0002090128289478077,0.00021889420475232346,818,0.00010500103,0.0001371817191214153,187
5,0.0002337694124947276,0.0002337694124947276,431,0.00010908395,0.0001371817191214153,546
6,0.00024931133,0.00024931133,903,0.00012148172,0.0001371817191214153,830
7,0.00020511448,0.00024931133,55,0.00010512024,0.0001371817191214153,577
8,0.00023665753660606637,0.00024931133,732,0.00010132417,0.0001371817191214153,683
9,0.00022107363,0.00024931133,130,0.00010879338,0.0001371817191214153,580
10,0.00022932983579609933,0.00024931133,596,0.000115826726,0.0001371817191214153,371
11,0.0002398203794364978,0.00024931133,342,0.000117187891024495,0.0001371817191214153,956
12,0.00020106696,0.00024931133,940,0.00010693073,0.0001371817191214153,198
13,0.00022925436,0.00024931133,181,0.00012090802,0.0001371817191214153,961
14,0.00024286926770336614,0.00024931133,63,0.00012376888430570832,0.0001371817191214153,158
15,0.00022700134305905784,0.00024931133,772,9.762496e-05,0.0001371817191214153,703
16,0.0002450256037023757,0.00024931133,725,0.00010322034,0.0001371817191214153,66
17,0.00022380054,0.00024931133,263,0.00011492805052223942,0.0001371817191214153,426
18,0.0002111069091890183,0.00024931133,855,0.00010793656,0.0001371817191214153,216
19,0.00023651994986108316,0.00024931133,334,0.00011178705402839495,0.0001371817191214153,84
