No.,当前最大误差(同输入),全局最大误差(同输入),引起最大误差的输入编号1,当前最大误差(同算子),全局最大误差(同算子),引起最大误差的输入编号2
0,0.0008107162506490913,0.0008107162506490913,794,0.000648555184770595,0.000648555184770595,252
1,0.0009040518555005761,0.0009040518555005761,199,0.0006838153278586195,0.0006838153278586195,59
2,0.00086029246,0.0009040518555005761,12,0.00065388717,0.0006838153278586195,738
3,0.000812836,0.0009040518555005761,353,0.0007338894899202447,0.0007338894899202447,132
4,0.0008524793282292803,0.0009040518555005761,915,0.0007118488625595595,0.0007338894899202447,719
5,0.0008979189135113891,0.0009040518555005761,312,0.00066584535,0.0007338894899202447,934
6,0.00093606487,0.00093606487,806,0.0007368405643549819,0.0007368405643549819,310
7,0.00091368426,0.00093606487,285,0.00083222985,0.00083222985,153
8,0.0007140792524710227,0.00093606487,973,0.0006639818,0.00083222985,512
9,0.0009538659514454987,0.0009538659514454987,17,0.0006700362121905418,0.00083222985,158
10,0.00089643896,0.0009538659514454987,778,0.0005815318,0.00083222985,139
11,0.00082095433,0.0009538659514454987,256,0.0007519095517100841,0.00083222985,414
12,0.0007987973749054821,0.0009538659514454987,733,0.0006148776774168047,0.00083222985,474
13,0.0009755497791028786,0.0009755497791028786,525,0.0006328034,0.00083222985,22
14,0.00086820684,0.0009755497791028786,262,0.0006851163,0.00083222985,262
15,0.0007304028255330705,0.0009755497791028786,42,0.00059370697,0.00083222985,334
16,0.0006513505,0.0009755497791028786,635,0.0005885009,0.00083222985,863
17,0.0008102634189684176,0.0009755497791028786,195,0.00066291913,0.00083222985,263
18,0.00083894306,0.0009755497791028786,431,0.0007316424648775386,0.00083222985,422
19,0.0007446444587883919,0.0009755497791028786,610,0.0007730208389894969,0.00083222985,765
